Name,Price,Seller Name,Seller Location,Seller Phone,Item,Brand,Condition,Laptop Type,Processor Type,Processor Speed,Screen Size,RAM,Hard Disk,Disk Type,Graphics Card,Networking,Webcam,Card Reader,Battery,Keyboard,Software,Dimensions (W x D x H),Product Weight (Kg),Series,Chipset,Audio/Speaker,Optical Drive,Model,Extra Slot,Ports,Other Features
HP EliteBook 840 G4 Core i5 7th Gen Touchscreen Laptop,"৳ 23,500",Rainbow Computer,Mirpur,01914360134,Used Laptop,HP,Used,Standard,Intel Core i5 8th Generation,"Base Frequency 2.8 GHz, up to 3.9 GHz, 3MB Cache","14-inch Diagonal FHD SVA Slim with Camera, Corning Gorilla Glass-4, LED-Backlit Touchscreen",8GB,256GB,SSD,4GB Intel HD Graphics,Intel Dual Band Wireless-AC 8265 802.11 a / b / g / n / ac (2 x 2) Wi-Fi and Bluetooth 4.2 combo,HD,,"HP Long Life 3-cell, 51 WHr Li-ion Polymer",HP Premium Keyboard Spill Resistant with Drain,Windows,13.3 x 9.33 x 0.74 inch,Starting at 1.48Kg,HP EliteBook,Integrated with Processor,2 x Premium stereo speakers,,,,,
HP ZBook Firefly G7 i7 10th Gen 16GB RAM Workstation,"৳ 51,000",Baraka IT,ElephantRoad,01933301456,Used Laptop,HP,Used,Standard,Intel Core i7 10th Generation,3.5GHz base frequency & up to 5.10GHz maximum speed,"14"" diagonal FHD IPS eDP Touchscreen 45% NTSC at 250 nits",16GB DDR4 3200MHz non-ECC SDRAM,512GB PCIe Gen 3 x4 NVMe M.2 2280 TLC,SSD,Intel UHD Graphics,Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth 5 comb,HD Webcam,1 x Smart card reader,"HP Long Life 3-cell, 53 Wh Li-ion",Spill Resistant and Full Size,Windows,12.74 x 8.45 x 0.71 inch,Starting at 1.34Kg,HP ZBook,Integrated with processor,Audio by Bang & Olufsen HP World Facing Microphone multi-array digital microphone HD audio,,,,,
HP EliteBooK 830 G6 Core i5 8th Gen 8GB RAM,"৳ 29,999",Khan Gadget,ElephantRoad,01974122755,Used Laptop,HP,Used,Standard,Intel Core i5 8th Generation,"1.6 GHz base frequency, up to 3.9 GHz with Intel Turbo Boost Technology, 6 MB cache, 4 cores)",13.3 Inch FHD Display,8GB DDR4,256GB,SSD,Intel UHD Graphics 620,"AX200 Wi-Fi 6 (2 x 2), Bluetooth 5",HD IR webcam,Yes,4 Cell Li-Ion,Backlit and Spill resistant with drain,Windows,12.07 x 8.47 x 0.66 inch,1.34 Kg,HP EliteBook,,Dual stereo speakers,,,,,
Dell Latitude 5590 Core i5 8th Gen Laptop,"৳ 27,500",Rons Tech BD,ElephantRoad,01814948569,Used Laptop,Dell,Used,Standard,Intel Core i5-8250U 8th Gen,Base Frequency 1.6GHz up to 3.4 GHz,15.60 inch Ultra HD Display,8GB DDR4,256GB,SSD,Intel UHD Graphics 620,Intel Dual-Band Wireless-AC 8265 Wi-Fi + BT 4.2,HD Camera,Smart Card Reader,"HP Long Life 3-cell, 45 Wh Li-ion",,Windows,,1.88 Kg,Others,,,,,,,"3 x USB 3.0 Port, HDMI Port, VGA Port"
Lenovo ThinkPad X1 Yoga Core i5 8th Gen 8GB RAM,"৳ 37,000",Trade One,ElephantRoad,01404007312,Used Laptop,Lenovo,Used,Standard,Intel core i5-8265U 8th Gen,"1.60 GHz to 3.90 GHz of Frequency, 6M Cache","14"" (2560 x 1440p) & 360° OLED Display",8GB,256GB,SSD,Intel UHD 620,802.11 a / b / g / n / ac with Bluetooth V5.0,720p HD Camera,SD Card Reader,4 Cell Li-lon Type with 3 Hours of Backup,Standard Notebook Keyboard,Windows,333 x 229 x 17mm,1.2Kg,Lenovo Thinkpad,,Stereo Speakers / Microphone,,,,,
Lenovo ThinkPad X1 Yoga Core i7 8th Gen Touch Laptop,"৳ 44,999",Baraka IT,ElephantRoad,01933301456,Used Laptop,Lenovo,Used,Gaming,Intel Core i7-8650U 8th Generation,"Up To 4.20GHz, 8MB Cache","14""  2K WQHD OLED (2560 x 1440) Touchscreen 300 nit",16GB LPDDR4,512GB NVMe PCI,SSD,Intel UHD 620 8GB,Intel Dual-Band Wireless-AC 8265 2 x 2 AC + Bluetooth V4.2,HD 720p,,51Whr Li-ion,Standard Notebook Keyboard,Windows,"13.1 x 9.0 x 0.69""",1.42 Kg,Lenovo Thinkpad,,Dolby Audio Premium,,,,,
Dell Latitude 3189 X360 Pentium 8th Gen Laptop,"৳ 14,000",Liberal IT,ElephantRoad,01793466420,Used Laptop,Dell,Used,Standard,QuaCore Pentium 8th Generation,Up to 3.0 GHz,"12"" HD Display Touchscreen Display",4GB,128GB M.2,SSD,Integrated Intel HD Graphics,"Wi-Fi 5 IEEE 802.11ac, Bluetooth 5.0",,,,,,,,Others,,,,,,,
Dell Latitude E7480 Core i5 7th Gen Laptop,"৳ 21,000",ZOOM COMPUTERS,Mirpur,01798303030,Used Laptop,Dell,Used,Standard,Intel Core i5-7200U 7th Generation,"3.0GHz, 3MB Cache",14 Inch FHD Display,8 GB DDR4,256GB,SSD,Intel HD Graphics 620,802.11a / 802.11ac / 802.11b / 802.11g / 802.11n,Yes,SD Card Reader,Up to 3 Hours Battery Backup,,,,1.45 Kg,Others,Intel,Realtek ALC3246,,,,,
Apple MacBook Pro Core i5 8GB RAM,"৳ 27,000",JM Computer Fair,ElephantRoad,01320583910,Used Laptop,Apple,Used,Macbook,Intel Core i5,Base Frequency 1.4GHz and Up to 3.9GHz,"13"" Display",8GB,512GB,SSD,Intel Iris Plus Graphics,Ethernet / Wi-Fi / Bluetooth V5.0,720p FaceTime HD Camera,,,,Windows,,,Others,Intel,Built in Stereo Speakers,N/A,,,,
HP ProBook 445 G8 Ryzen 5 5600U 512GB SSD Laptop,"৳ 43,000",Laptop Core Technology,Mirpur,01836583433,Used Laptop,HP,Used,Standard,AMD Ryzen 5 5600U,"2.3 GHz Base clock, up to 4.2 GHz, 16 MB L3 cache and 6 cores","14 inch diagonal HD SVA eDP anti-glare, narrow bezel bent, 250 nits, 45% NTS",16GB DDR4,512GB NVME M.2,SSD,AMD Radeon 4GB,ntel Wi-Fi 6 AX201 802.11a/b/g/n/ac/ax (2x2) and Bluetooth 5 combo,720p HD Camera,MicroSD,"HP Long Life 3-cell, 45 Wh Li-ion polymer",Spill-Resistant LED Backlit,Windows 10 pro / 11 pro,"12.67 x 8.42 x 0.78""",1.38 Kg,HP Probook,,"2 x Integrated stereo speakers, 2 W/ 4 Ohm per speaker",,,,,
Lenovo ThinkPad X1 Carbon Core i5 10th Gen Laptop,"৳ 47,500",ABC COMPUTER TECH,Uttara,01616000112,Used Laptop,Lenovo,Used,Standard,Intel Core i5-10210U 10th Generation,"Base Frequency 1.60 GHz, Max Turbo Frequency 4.20 GHz","14"" FHD Touchscreen Display",16GB DDR4,512GB NVMe,SSD,Integrated UHD Graphics 620,"802.11 b/g/n/ax Wireless LAN, Bluetooth Version 5",HD 720p with ThinkShutter Privacy Cover,SD Card Reader,"4-Cell, Li-Ion Type Battery",Backlit-US English,,"12.71 x 8.54 x 0.58""",1.08Kg,Lenovo Thinkpad,,"Dolby Atmos Speaker System, 4 x 360-degree far-field microphones",,,,"2 x USB 3.1 Gen 1, 2 x USB 3.1 Type-C Gen 2, 1 x HDMI 1.4b",
Dell Latitude 5420 Core i5 11th Gen 256GB SSD Laptop,"৳ 42,500",Trade One,ElephantRoad,01404007312,Used Laptop,Dell,Used,Standard,Intel Core i5-1135G7 11th Gen Generation,"Base Frequency 2.60GHz, Turbo Boost Up to 2.71GHz, 3MB Cache",14 inch FHD Display,16GB DDR4 3200MHz,256GB M.2 PCIe NVM,SSD,Intel(R) Iris(R) Xe and 8GB shared Graphics,"Gigabit LAN, Wi-Fi, Bluetooth",720p HD Camera,MicroSD-Card Slot,3 Cell Type,"Single Point, Backlit",Windows,"12.65 x 8.35 x 0.76""",1.37 Kg,Dell Latitude,Intel H110,Stereo speakers with Realtek Waves MaxxAudio Pro,No,,Extra M.2 Slot,,
HP EliteBook 840 G8 Core i7 11th Gen Laptop,"৳ 56,000",Min Technology,Mirpur,01729902524,Used Laptop,HP,Used,Standard,Intel Core i7-1165G7 11th Generation,"2.8 GHz Base Frequency, up to 4.7 GHz with Intel Turbo Boost Technology 12 MB Cache, 4 Cores","14.0 inch Diagonal FHD Touch, Anti-Glare UMA eDP, 250 nits Brightness, 45% NTSC",16GB DDR4 3200 MHz,512GB NVME,SSD,Intel Iris Xe Graphics,"Intel Wi-Fi 6 AX201 2 x 2 and Bluetooth 5 combo, vPro",HD Webcam,Active SmartCard,3-Cell 53 WHr Long Life,Spill-resistant and backlight function,Windows,12.73 x 8.44 x 0.7 inch,1.4 Kg,HP EliteBook,,Audio by Bang & Olufsen / Dual Stereo speakers / 3 multi array microphone,N/A,,,,
HP EliteBook x360 1030 G7 Core i5 10th Gen 16GB Laptop,"৳ 50,000",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,HP,Used,Standard,Intel Core i5-10210U 10th Generation,1.60GHz base frequency & up to 4.20GHz turbo frequency / 6M Cache,"13.3"" FHD (1920 x 1080p) Touchscreen",16 GB DDR4,512GB M.2 NVMe,SSD,Intel UHD Graphics 620,Gigabit Ethernet / Wi-Fi 802.11 b/g/n / Bluetooth V4.0,720p HD webcam,,"3-Cell, 53 Watt-hour Li-ion",6-row / LED backlit / Spill-resistant / Multimedia Fn keys,Default OS,12.1 x 8.07 x 0.71 mm,1.31Kg,HP EliteBook,,Dolby  Advanced Audio Speakers,,,,2 x USB 3.0 / 1 x VGA 1 x Mini DP,
HP EliteBook 830 G7 Core i5 10th Gen Laptop,"৳ 38,000",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,HP,Used,Standard,Intel Core i5-10610U 10th Generation,"Base Frequency 1.1 GHz, up to 4.9 GHz with Intel Turbo Boost Technology, 8MB Cache, 6-Cores","13.3 inch Diagonal FHD IPS eDP Anti-Glare WLED-Backlit Bent for WWAN, 250 nits, 45% NTS",16GB DDR4,256GB,SSD,Intel 8GB UHD Graphics,"Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5 combo, vPro",HP Wide Vision HD Camera With Integrated Dual Array Digital Microphone,Nano SIM card slot,"HP Long Life 3-Cell, 53 Wh Li-Ion","Spill resistant, Optional Backlit Keyboard and DuraKeys",Windows 10 with 11,12.1 x 8.1 x 0.7 inch,Starting at 1.24 Kg,HP EliteBook,Integrated with Processor,"Bang & Olufsen, Dual Stereo Speakers, 3-Multi Array Microphone",N/A,,,,
Lenovo Thinkpad T490S Core i5 8th Gen 8GB RAM Laptop,"৳ 26,000",Bangladesh Laptop Gallery,ElephantRoad,01687321007,Used Laptop,Lenovo,Used,Standard,Intel Core i5-8365U 8th Generation,"6M Cache, up to 4.10 GHz","14"" Full HD Resolution Display",8GB DDR4,256GB SSD Nvme,SSD,Intel 620 4GB,"Intel Dual-Band Wireless 2 x 2 AC, Bluetooth 5.0",HD Cam,,Lithium-Ion battery,"Spill Resistant, Bottom-Load Backlight with White LED Lighting",Windows,17.48 x 11.81 x 3.23 inch,2.04 Kg,Lenovo Thinkpad,,Built-in,,,,,
"HP Elite Dragonfly Core i5 8th Gen 8GB RAM 13.3"" Touch","৳ 40,000",Proven Computer,ElephantRoad,01721210243,Used Laptop,HP,Used,Standard,Intel Core i5 8th Gen,"6M Cache, 1.60GHz up to 3.90GHz","13.3"" diagonal FHD BrightView LED, Low Power Touchscreen Display with Corning Gorilla Glass 5, 400 nits",8GB DDR4 2400MHz,256GB,SSD,Built-in,"LAN, Wi-Fi & Bluetooth",720p HD Camera,SD Card Reader,3 Cell 51Whr,Backlit,Windows,11.98 x 7.78 x 0.63 inch,0.99 Kg,HP EliteBook,Integrated with processor,"Bang & Olufsen, 4 Premium stereo speakers, multi array world-facing microphone",,,,,
Lenovo ThinkPad T490s Core i5 8th Gen 16GB / 256GB,"৳ 30,000",Min Technology,Mirpur,01729902524,Used Laptop,Lenovo,Used,Standard,Intel Core i5-8500U 8th Gen,Up To 4.50GHz,"14"" FHD IPS, Anti-Glare",16GB DDR4,256GB SSD,SSD,Intel UHD graphics,"Gigabit LAN, Wi-Fi, Bluetooth",HD Webcam,,Lithium-Ion,"Spill Resistant, Bottom-Load Backlight with White LED Lighting",Default OS,‎17.48 x 11.81 x 3.23 inch,2.04 Kg,Lenovo Thinkpad,Intel,,,,,,
HP EliteBook 745 G6 AMD Ryzen 7 Gaming Laptop,"৳ 34,000",Message Technology,ElephantRoad,01790003009,Used Laptop,HP,Used,Gaming,AMD Ryzen 7 3700U with Radeon Vega,"3.6GHz base frequency & up to 4.2GHz turbo boost speed, 4MB of L3 cache","14"" HD Display",8GB DDR4 2400MHz,256GB M.2,SSD,2GB Dedicated Graphics,Intel Dual Band Wireless-AC 8265 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 4.2 Combo,,,HP 3-cell Long Life (50 WHr) Li-ion,Backlight / Dual point / Spill-resistant with drain /  HP Dura keys & privacy,,32.61 x 23.42 x 1.78cm,1.50Kg,HP EliteBook,Integrated with processor,"Integrated stereo speakers, Integrated multi-array microphones",,,,,
HP EliteBook 845 G9 Ryzen 7 Pro 6850HS Laptop,"৳ 68,000",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,HP,Used,Standard,Ryzen 7 Pro 6850HS,"Base Clock 2.7GHz, Up to 4.7GHz, 8-Core, 16MB Cache","14 Inch ‎FHD+ WUXGA IPS, anti-glare, 400 nits, 100% sRGB Display",16GB DDR5 4800MHz,512GB NVME,SSD,AMD Radeon 680M Graphics,Qualcomm FastConnect 6900 Wi-Fi 6E 802.11ax 2 x 2 and Bluetooth 5.2 M.2,5MP Webcam with Privacy Shutter,,3-Cell 51Wh,"HP Premium Collaboration Keyboard-spill-resistant, backlit keyboard with fingerprint sensor",Windows,12.42  x  8.82  x  0.76 Inch,1.40Kg,HP EliteBook,,"Audio by Bang & Olufsen, dual stereo speakers, 3 multi array microphone",N/A,,,,
Dell Latitude 7400 2-in-1 Core i7 8th Gen Touch Laptop,"৳ 45,500",Laptop Land Bd,ElephantRoad,01897496011,Used Laptop,Dell,Used,Standard,Intel Core i7-8665U 8th Generation,"8M Cache, up to 4.80 GHz",14-inch FHD  Touchscreen,16GB DDR4,512GB NVME M.2,SSD,Intel UHD Graphics 620,"Intel Wireless-AC 9560 a/b/g/n Wi-Fi 4/ac Wi-Fi 5, Bluetooth 5.0",720p HD Camera,MicroSD,78 Wh Lithium-Polymer,LED Backlit,Windows 10 Pro 64 Bit,,1.512 Kg,Dell Latitude,,2.0 bottom-mounted,,,,,
Lenovo ThinkPad X1 Carbon Core i5 6th Gen Laptop,"৳ 24,000",ABC COMPUTER TECH,Uttara,01616000112,Used Laptop,Lenovo,Used,Standard,Intel Core i5-6300U 6th Generation,"Base Frequency 2.40GHz up to 3.0GHz, 3 MB Intel Smart Cache","14"" Full HD",8GB DDR4,256GB,SSD,Intel HD Graphics,"WiFi, LAN, Bluetooth, HDMI",Full HD Webcam,Yes,,Standard,Windows,,,Lenovo Thinkpad,Intel Chipset,Stereo Speaker,,✅ X1 Carbon,,,
HP ZBook 14u G5 Core i5 8th Gen 256GB SSD,"৳ 33,000",YOU TECH BD,Mirpur,01786022422,Used Laptop,HP,Used,Standard,Intel Core i5 8th Gen,1.7 GHz 6 MB cache and 4 Cores Up to 3.6 GHz with Intel Turbo Boost Technology,"14.0"" diagonal LED-backlit FHD UWVA eDP with PSR, anti-glare and SureView Privacy filter",16GB DDR4,256GB,SSD,Intel HD Graphics 620,Intel Dual Band Wireless-AC 8265 802.11 a/b/g/n/ac (2x2) WiFi with Bluetooth 4.2 Combo Adapter (vPro),720 HD Webcam with IR,Multi Card Reader,HP 3-Cell Long Life Polymer Battery,Full-pitch key layout,Windows,12.84 x 9.22 x 0.71 inch,1.48 Kg,HP ZBook,Intel Kaby Lake chipset integrated with processor,"Audio by Bang & Olufsen, dual stereo speakers, 3 multi array microphone",,,,,
Dell Latitude 7300 Core i5 8th 8GB RAM 256GB SSD Laptop,"৳ 25,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Dell,Used,Standard,Intel Core i5-8365U 8th Generation,"Up To 4.10GHz, 6MB Cache","13.3"" FHD",8GB DDR4 2400MHz,256GB,SSD,Intel UHD 4GB,Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0,2MP HD Cam,Yes,3-cell 42 WHr Polymer,Backlit,Windows,12 x 8.26 x 0.71 inch,1.42 Kg,Dell Latitude,Intel,Stereo Speaker with MaxxAudio Pro,N/A,,,,
HP Probook 440 G6 Core i5 8th Gen 256GB SSD Notebook PC,"৳ 24,000",Access Electronics,ElephantRoad,01613388994,Used Laptop,HP,Used,Standard,Core i5-8265U 8th Generation Processor,"Basr Frequency 1.60 GHz up to 3.90 GHz, 6M Cache","14"" diagonal LED SVA Anti-Glare HD Display",8GB DDR4 2400MHz,256GB,SSD,Intel UHD Graphics,"HP LAN Protection, Realtek 802.11a/b/g/n/ac (2 x 2) Wi-Fi, Bluetooth 4.2 Combo",Integrated HD 720p IR webcam,,"3-Cell, 45 Wh Li-ion Battery",Spill-resistant with optional backlit function,Windows,32.42 x 23.77 x 1.80 cm,Starting at 1.6 Kg,HP Probook,Integrated with processor,2 x Integrated stereo speakers,,,,,
HP ZBook Firefly 14 G7 Core i5 10th Gen 16GB RAM Laptop,"৳ 46,000",Baraka IT,ElephantRoad,01933301456,Used Laptop,HP,Used,Standard,Intel Core  i5-10310U 10th Gen,"6M Cache, up to 4.40 GHz","14-inch FHD diagonal touchscreen with HP SureView Reflect Integrated Privacy Display, FHD IPS eDP and PSR anti-glare, 72% NTSC at 1000 nits",16GB 2666MHz DDR4 RAM,512GB SSD,SSD,Intel UHD Graphics,"Intel Wi-Fi 6 AX201 (2 x 2) and Bluetooth 5 combo, vPro",720p HD webcam,1 x smart card reader,"HP Long Life 3-cell, 53 Wh Li-ion",Spill Resistant and Full Size,Windows,12.74 x 8.45 x 0.71 inch,Starting at 1.34Kg,HP ZBook,Integrated with Processor,,,,,,
HP ZBook 14U G5 Core i5 8th Gen Laptop,"৳ 30,000",AL- Madina Gadget Shop,Kamalapur,01628222134,Used Laptop,HP,Used,Standard,Intel Core i5-8250U 8th Generation,"Base Speed 1.6 GHz, Boost up to 3.4 GHz,  8MB Cache","14"" diagonal FHD IPS eDP Anti-Glare LED-Backlit",8GB DDR4,256GB,SSD,UHD Graphics 620,"Wi-Fi 802.11 a/b/g/n/ac, Bluetooth V4.2",720p HD webcam with IR,Smart Card Reader,"3-Cell, 50 Wh Li-Ion Battery",HP Spill-Resistant Backlit Keyboard with function key control,Default OS,12.84 x 9.22 x 0.71 inch,1.53 Kg,HP ZBook,,Dual Stereo Speakers,,✅ ZBook 14U G5,,,
HP ZBook 14U G6 Core i5 8th Gen,"৳ 33,000",Baraka IT,ElephantRoad,01933301456,Used Laptop,HP,Used,Standard,Intel Core i5-8250U 8th Generation,"Base Speed 1.6 GHz, Boost up to 3.4 GHz, 8MB Cache","14"" diagonal FHD IPS eDP Anti-Glare LED-Backlit",16GB DDR4,256GB,SSD,Intel UHD Graphics 620,"Intel Dual Band Wireless-AC 9560 802.11ac (2x2) Wi-Fi and Bluetooth 5 Combo, vPro",720p HD webcam with IR,Integrated Smart Card Reader,3-Cell 46 Whr,HP Collaboration Keyboard Spill-Resistant,Windows,326.0 x 234.3 x 17.9 mm,1.48 Kg,HP ZBook,Chipset integrated with processor,"Bang & Olufsen Audio, Duel Stereo Speaker",N/A,,,,
Lenovo ThinkPad T470S Core i5 6th Gen Laptop,"৳ 20,490",Min Technology,Mirpur,01729902524,Used Laptop,Lenovo,Used,Standard,Intel Core i5 6th Generation,Up to 2.80GHz,"14"" Full HD IPS",8GB,256GB,SSD,Intel HD,"802.11a / b / g / n / ac, Bluetooth 5.0",720p HD,Yes,6-Cell,,Windows,,1.3 Kg,Lenovo Thinkpad,Integrated with Processor,Realtek HD Audio,,,,,
Lenovo Thinkpad T470 Core i5 6th Gen Laptop,"৳ 19,990",Rons Tech BD,ElephantRoad,01814948569,Used Laptop,Lenovo,Used,Standard,Intel Core i5 6th Generation,"Base Frequency 2.30 GHz, up to 2.80 GHz with Turbo Boost, 2 Cores, 4 Threads, 3MB Cache","14.0"" FHD Anti-Glare, 220 Nits Display",8GB DDR4 2400 BUS,256GB NVMe,SSD,Intel HD 5500 Series,Intel 8260 802.11AC (2 x 2) Wi-Fi / LAN / Bluetooth 4.1,720p HD,1 x Media Card Reader,6 Cell 48Wh,Backlit,Windows,13.25 x 9.15 x 0.79 inch,1.58Kg,Lenovo Thinkpad,,Dolby Advanced Audio / Stereo Speakers,,,,,
HP EliteBook 840 G1 Core i5 4th Gen Laptop,"৳ 15,000",AL- Madina Gadget Shop,Kamalapur,01628222134,Used Laptop,HP,Used,Standard,Intel Core i5-4300U 4th Generation,2.50 GHz Clock Speed,"14"" Diagonal HD BrightView LED-Backlit",8 GB,256GB,SSD,Intel HD 4400,"Integrated 10/100 BASE-T Ethernet LAN, Bluetooth 802.11b/g/n",Full HD Webcam,Yes,Up to 2 Hours Battery Backup,,Windows,,1.5 Kg,HP EliteBook,Intel Chipset,"DTS Sound + Stereo Speakers, Single Integrated Digital",No,✅ 840 G1,,,
HP EliteBook 830 G8 Core i5 11th Gen Laptop,"৳ 43,000",AL- Madina Gadget Shop,Kamalapur,01628222134,Used Laptop,HP,Used,Standard,Intel Core i5-1135G7 11th Gen,"2.4 GHz Base frequency, up to 4.2 GHz with Intel Turbo Boost Technology 8 MB cache, 4 cores","13.3 inch Diagonal FHD bent, Anti-Glare UMA eDP, 250 nits, 45% NTSC",16GB DDR4 3200MHz,512GB,SSD,Intel Iris Xe 8GB,"Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5 combo, vPro",720p,,"HP Long Life 3-cell, 56 Wh Li-ion",Spill-resistant and backlight function,Windows,30.76 x 20.45 x 1.78 cm,Starting at 1.26 Kg,HP EliteBook,Integrated with processor,Integrated stereo speakers,N/A,,,,
HP EliteBook 840 G5 Core i7 8th Gen 8GB RAM Laptop,"৳ 30,000",Electronics City BD,ElephantRoad,01878812487,Used Laptop,HP,Used,Standard,Intel Core i7-8th Generation,"1.8 GHz Base Frequency, up to 4 GHz with Intel Turbo Boost Technology, 8MB Cache, 4 Cores","14.1"" IPS Full 4K  anti-glare LED-backlit, 300 cd/m², 72% sRGB with privacy screen",8GB DDR4,256GB M.2,SSD,"Intel HD Graphics 620 Redon Graphics, 2GB NVDI","Intel Dual Band Wireless-AC 8265 802.11a / b / g / n / ac Wi-Fi, Bluetooth 4.2 Combo, Non-vPro, LAN",Full HD IR Webcam,Yes,4-Cell Battery with 6-Hours Backup,"Spill-Resistant with Drain, HP Dura Backlit Keyboard,",,328.9 x 232.8 x 15.9mm,1.30 Kg,HP EliteBook,Intel HM85 Chipset,DTS Sound + Optimized for High Fidelity Audio,,,No,"USB Type-C connector, 2 x USB 3.1 Gen1 charging, 1 x HDMI 1.4b, 1 x RJ-45",Finger Print Security
HP EliteBook 840 G6 Core i5 8th 256GB SSD Touch,"৳ 33,900",YOU TECH BD,Mirpur,01786022422,Used Laptop,HP,Used,Standard,Intel Core i5-8265U 8th Generation,"1.60GHz Base Frequency up to 3.90GHz, 6M Cache","14-inch diagonal FHD IPS eDP Anti-Glare On-Cell WLED-backlit slim touchscreen, 250 nits, 45% NTSC",16GB DDR4,256GB,SSD,Built in 8GB,"Intel Dual Band Wireless-AC 9560 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 Combo, vPro",HD Webcam,Yes,"HP Long Life 3-cell, 50 Wh Li-ion","HP Premium Collaboration Keyboard, and spill-resistant with drain",Windows,32.6 x 23.43 x 17.9cm,1.47 Kg,HP EliteBook,Integrated with processor,Dual Stereo Speakers,,,,,
HP ZBook 14u G5 Core i5 8th Gen 16GB RAM Workstation,"৳ 50,000",MD Hasan Arik ,Mithapukur,01834311848,Used Laptop,HP,Used,Standard,Intel Core i5-8350U 8th Generation,"Max Turbo Frequency 3.60 GHz, 6MB Cache and 4-Cores",14 inch diagonal LED Backlit FHD UWVA eDP Anti-Glare,8GB DDR4,100GB HDD,HDD,Intel UHD 3GB Graphics 630,Intel Dual Band Wireless-AC 8265 802.11 a/b/g/n/ac (2x2) WiFi with Bluetooth 4.2 Combo Adapter (vPro),720 HD Webcam with IR,Multi Card Reader,HP 3-Cell Long Life Polymer Battery,Full-pitch key layout,Windows,12.84 x 9.22 x 0.71 inch,1.48 Kg,HP ZBook,,"Audio by Bang & Olufsen, dual stereo speakers, 3 multi array microphone",,,,,
HP EliteBook 850 G6 Core i7 8th 512GB SSD Laptop,"৳ 38,500",Electronics City BD,ElephantRoad,01878812487,Used Laptop,HP,Used,Standard,Intel Core i7-8665U 8th Gen,"8M Cache, up to 4.80 GHz","15.6 inch Diagonal FHD eDP Anti-Glare WLED-Backlit Slim, 250nits Brightness, 45% NTSC",16GB DDR4 2400MHz,512GB NVMe,SSD,Intel UHD Graphics 8GB,"Intel Dual Band Wireless-AC 9560 802.11a/b/g/n/ac (2 x 2) Wi-Fi and Bluetooth 5 Combo, vPro",720p HD camera,Yes,"HP Long Life 3-cell, 56 Wh Li-ion",Backlit,Windows,37.0 x 25.17 x 1.85 cm,Starting at 1.78 Kg,HP EliteBook,,Yes,N/A,,,,
Dell Latitude 5400 Core i5 8th Gen Laptop,"৳ 25,000",Liberal IT,ElephantRoad,01793466420,Used Laptop,Dell,Used,Standard,Intel Core i5-8365U 8th Generation,"6M Cache, up to 4.10 GHz","14"" FHD Display",8GB DDR4,256GB,SSD,Intel UHD 620,"802.11a/b/g/n/ac, Bluetooth 5.0",2MP HD Cam,SD Card Reader,2 Hours Battery Backup,Backlit,Windows,,1.7Kg,Dell Latitude,Integrated with Processor,Realtek HD Audio,,,,,
"Dell XPS 13 9310 Core i7 11th Gen 13.4"" FHD Laptop","৳ 65,000",Khan Gadget,ElephantRoad,01974122755,Used Laptop,Dell,Used,Ultrabook,Intel Core i7-1165G7 11th Gen,"Base Frequency 2.90 GHz up to 5.00 GHz, 12MB Cache","13.3"" FHD QLED Border Less, Infinityedge Anti-Reflective 500-Nit Display",16GB DDR4 4267MHz,512GB M.2 PCIe NVMe,SSD,Intel Iris Xe Graphics 8GB,"Killer Wi-Fi 6 AX1650 2 x 2, Bluetooth 5.1",HD 720P top bezel Webcam,1 x MicroSD Slot,"4-Cell, 52 WHr Integrated batter",LED Backlit,Windows,"11.64 x 7.82 x 0.58""",1.2 Kg,Dell XPS,,2 x 2.5W 4W peak Stereo,,,,,
HP Elite Dragonfly G2 Core i5 8th Gen 4K Touch,"৳ 45,000",Access Electronics,ElephantRoad,01613388994,Used Laptop,HP,Used,Standard,Intel Core i5 8th Generation,"3.0 GHz Base frequency, up to 4.8 GHz, 12 MB Cache and 4 cores","13.3 inch Diagonal FHD bent, BrightView WLED UWVA, eDP 1.4 and PSR2, 400 nits, 72% NTSC, touch, Low Power",16GB LPDDR4X 4266MHz SDRAM,512GB PCIe Gen 3 x4 NVMe M.2 TLC,SSD,Intel Iris Xe Graphics,"Intel Wi-Fi 6 AX201 802.11a / b / g / n / ac / ax 2 x 2 and Bluetooth 5 combo, vPro",720p HD and IR camera,1 x microSD media card reader,"HP Long Life 2-cell, 38 Wh polymer","Backlit, Spill-resistant, with HP Dura Keys",Windows,30.43 x 19.76 x 1.60 cm,Starting at 0.98 kg,Others,,"Audio by Bang & Olufsen, Internal microphones",N/A,,,,
